WigleWifi-1.4,appRelease=2.60,model=SM-G973F,release=11,device=beyond1,display=RP1A.200720.012.G973FXXU9FUCD,board=exynos9820,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
e6:18:6b:d7:56:70,Petter,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:02,1,-91,59.9551971318555,10.609901493499908,198.373943164804,3,WIFI
46:3f:8c:79:69:3a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:02,3,-93,59.9551971318555,10.609901493499908,198.373943164804,3,WIFI
40:3f:8c:79:69:3a,Griniveien 161A,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:02,3,-93,59.9551971318555,10.609901493499908,198.373943164804,3,WIFI
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:29:06,7936,-70,59.95523022873164,10.609946328172825,199.28925136902578,3,BT
36:2b:df:7e:d3:0a,,Misc,2021-05-11 13:29:06,0,-90,59.95523022873164,10.609946328172825,199.28925136902578,3,BLE
30:85:a9:e7:19:88,DIR-655,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:08,6,-91,59.955249291741914,10.609966191211948,199.14684185042938,2,WIFI
88:41:fc:d9:31:bc,SvingParken,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:17,6,-90,59.95532944688201,10.60999437017565,199.47293239795138,2,WIFI
62:31:97:d0:93:60,Altibox783801,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:17,5,-91,59.95532944688201,10.60999437017565,199.47293239795138,2,WIFI
10:62:eb:99:eb:94,toulouse,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2021-05-11 13:29:20,6,-77,59.955356308129225,10.609957205184791,199.78077941411243,2,WIFI
10:62:eb:99:eb:95,Dlinkwifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-11 13:29:20,6,-79,59.955356308129225,10.609957205184791,199.78077941411243,2,WIFI
80:ea:96:ec:7f:18,KA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:30,13,-95,59.95535816846508,10.60976310436291,200.20580808856297,2,WIFI
82:18:7f:ec:96:e0,Gjestenettverk,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-TKIP][ESS],2021-05-11 13:29:36,13,-93,59.955307404564685,10.6096862921702,199.9846555246254,3,WIFI
80:ea:96:ec:7f:18,KA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:39,13,-89,59.95528706462125,10.609631901932241,199.75947925971252,3,WIFI
fa:8f:ca:64:f1:c0,,[ESS],2021-05-11 13:29:42,12,-89,59.95526664037363,10.609583556228989,198.9903403361474,2,WIFI
70:8b:cd:c2:88:8c,Hemmelige Stue Media,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:42,108,-93,59.95526664037363,10.609583556228989,198.9903403361474,2,WIFI
44:f0:34:da:ef:2f,Telenor9027med,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:42,6,-93,59.95526664037363,10.609583556228989,198.9903403361474,2,WIFI
b8:ec:a3:61:32:d0,Telenor1764sti,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:42,2,-94,59.95526664037363,10.609583556228989,198.9903403361474,2,WIFI
1c:3b:f3:55:21:a3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:29:51,5,-92,59.95519265150271,10.609620590367518,197.68614911994342,2,WIFI
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:29:51,7936,-64,59.95519265150271,10.609620590367518,197.68614911994342,2,BT
44:f0:34:ea:be:c0,Telenor2819dao,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:29:54,100,-52,59.955174779337725,10.609675968458928,197.7196071641408,3,WIFI
88:41:fc:d9:31:bc,SvingParken,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:30:16,6,-85,59.95530903724793,10.610013453178025,198.97606606078756,3,WIFI
24214_10007_30904358,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:30:19,6200,-113,59.95534350293205,10.609977876505328,199.0704832924282,3,GSM
24214_10007_30904358,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:30:19,6200,-94,59.95534350293205,10.609977876505328,199.0704832924282,3,GSM
30:85:a9:e7:19:88,DIR-655,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:30:22,6,-83,59.955372946907666,10.609936908835206,199.02529466281075,3,WIFI
ca:54:0b:3c:60:a0,Altibox561304,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:30:22,11,-94,59.955372946907666,10.609936908835206,199.02529466281075,3,WIFI
