WigleWifi-1.4,appRelease=2.60,model=SM-G973F,release=11,device=beyond1,display=RP1A.200720.012.G973FXXU9FUCD,board=exynos9820,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
82:18:7f:ec:96:e0,Gjestenettverk,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-TKIP][ESS],2021-05-11 13:45:57,13,-92,59.955323605732715,10.609779903486073,203.05840133036415,6,WIFI
80:ea:96:ec:7f:18,KA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:45:57,13,-93,59.955323605732715,10.609779903486073,203.05840133036415,6,WIFI
22:3b:f3:55:21:a4,Helt KONGE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2021-05-11 13:46:00,44,-92,59.95531348697345,10.609714185920328,203.16854407940514,6,WIFI
1c:3b:f3:55:21:a4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:00,44,-95,59.95531348697345,10.609714185920328,203.16854407940514,6,WIFI
44:f0:34:ea:be:c0,Telenor2819dao,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:03,100,-62,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
44:f0:34:ea:be:bf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:03,100,-66,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
1c:3b:f3:55:21:a4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:03,44,-89,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
1c:3b:f3:55:21:a3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:03,5,-91,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
44:f0:34:da:ef:2a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:03,108,-92,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
44:f0:34:da:ef:2b,Telenor9027med,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:03,108,-93,59.955300051601846,10.609663367609084,202.79659787965346,6,WIFI
44:f0:34:ea:be:c7,Telenor2819dao,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:06,6,-66,59.95529130677079,10.609607986415455,203.1513036223198,6,WIFI
80:ea:96:ec:7f:18,KA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:06,13,-86,59.95529130677079,10.609607986415455,203.1513036223198,6,WIFI
1c:3b:f3:55:21:a5,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:06,100,-91,59.95529130677079,10.609607986415455,203.1513036223198,6,WIFI
10:62:eb:99:eb:96,toulouse,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2021-05-11 13:46:06,36,-95,59.95529130677079,10.609607986415455,203.1513036223198,6,WIFI
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:46:08,7936,-90,59.95527762129128,10.609596141566232,202.6728567977278,4,BT
1c:3b:f3:55:21:a5,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:12,100,-86,59.955236204395,10.609575641446943,201.88429335434586,4,WIFI
88:57:1d:57:06:ef,[washer]_E30AJT2103388F,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:16,1,-88,59.95520736464183,10.609604086900992,201.80009991728986,4,WIFI
22:3b:f3:55:21:a3,Helt KONGE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2021-05-11 13:46:16,5,-90,59.95520736464183,10.609604086900992,201.80009991728986,4,WIFI
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:46:18,7936,-85,59.95519365644049,10.60963286452504,202.01390063870932,4,BT
77:8c:9b:a4:08:34,,Misc,2021-05-11 13:46:19,7936,-80,59.955188753840574,10.609643946493653,201.8875377956057,4,BLE
88:57:1d:49:7a:28,[dryer]_E30AJT3103FFFF,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:19,4,-82,59.955188753840574,10.609643946493653,201.8875377956057,4,WIFI
24214_10006_28188178,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:46:19,6200,-113,59.955188753840574,10.609643946493653,201.8875377956057,4,GSM
24214_10006_28188178,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:46:19,6200,-93,59.955188753840574,10.609643946493653,201.8875377956057,4,GSM
44:f0:34:ea:be:c0,Telenor2819dao,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:22,100,-50,59.95517733959386,10.609706067139793,202.51205316138314,4,WIFI
44:f0:34:ea:be:c7,Telenor2819dao,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:22,6,-58,59.95517733959386,10.609706067139793,202.51205316138314,4,WIFI
f2:f6:c1:60:2e:e9,SONOS-AxcBDQACCvD2wWAu6QM=,[ESS],2021-05-11 13:46:22,11,-93,59.95517733959386,10.609706067139793,202.51205316138314,4,WIFI
00:d1:c3:ac:e5:c2,,Misc,2021-05-11 13:46:23,0,-73,59.95517559317347,10.609721065595059,202.6456938145173,3,BLE
3a:65:ac:a9:21:7d,,Uncategorized;10,2021-05-11 13:46:24,7936,-84,59.955177721927946,10.60973722712535,202.6478218752144,3,BT
f8:74:e8:47:ba:09,Forerunner 935,Uncategorized;10,2021-05-11 13:46:25,7936,-87,59.95517913118498,10.609757304084116,202.88608766359613,3,BT
00:22:07:b4:b3:bc,NextGenTel_B3BD,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:28,1,-87,59.95518835284978,10.609798062398198,203.25274050559128,3,WIFI
34:21:09:7e:ae:b9,Grini Golfklubb,[WPA2-PSK+FT/PSK-TKIP+CCMP][RSN-PSK+FT/PSK-TKIP+CCMP][ESS],2021-05-11 13:46:28,11,-91,59.95518835284978,10.609798062398198,203.25274050559128,3,WIFI
62:31:97:61:dd:68,Altibox406559,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:28,2,-93,59.95518835284978,10.609798062398198,203.25274050559128,3,WIFI
b8:f6:53:ac:09:a8,JBL Flip 5,Speaker,2021-05-11 13:46:28,1044,-64,59.95518835284978,10.609798062398198,203.25274050559128,3,BLE
77:8c:9b:a4:08:34,,Misc,2021-05-11 13:46:28,7936,-69,59.95518835284978,10.609798062398198,203.25274050559128,3,BLE
11:b4:d5:a5:19:03,,Misc,2021-05-11 13:46:28,0,-86,59.95518835284978,10.609798062398198,203.25274050559128,3,BLE
24:4b:03:da:ea:48,,Misc,2021-05-11 13:46:28,0,-92,59.95518835284978,10.609798062398198,203.25274050559128,3,BLE
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:46:33,7936,-68,59.955213773709254,10.609876438309675,203.93593579365924,3,BT
00:d1:c3:ac:e5:c2,,Misc,2021-05-11 13:46:33,0,-67,59.955213773709254,10.609876438309675,203.93593579365924,3,BLE
fc:db:b3:9f:2c:bb,G7-9F2CBB,[ESS],2021-05-11 13:46:37,10,-76,59.95524173044479,10.609929287949035,204.10505020760212,2,WIFI
b8:f6:53:ac:09:a8,JBL Flip 5,Speaker,2021-05-11 13:46:38,1044,-54,59.95524603931199,10.609943649587887,203.850132309119,2,BLE
53:53:12:4c:1b:b5,,Misc,2021-05-11 13:46:38,0,-88,59.95524603931199,10.609943649587887,203.850132309119,2,BLE
4c:87:5d:9e:45:be,LE-Bose NC 700 HP,Headphones,2021-05-11 13:46:38,1048,-88,59.95524603931199,10.609943649587887,203.850132309119,2,BLE
66:3a:24:b5:25:39,,Misc,2021-05-11 13:46:38,0,-89,59.95524603931199,10.609943649587887,203.850132309119,2,BLE
00:1f:1f:b0:8c:2c,AirLink89300,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2021-05-11 13:46:40,1,-91,59.955260325460394,10.609963140284018,203.5179385856107,2,WIFI
62:31:97:62:06:70,Altibox086127,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:40,11,-91,59.955260325460394,10.609963140284018,203.5179385856107,2,WIFI
fc:db:b3:9f:2c:bb,G7-9F2CBB,[ESS],2021-05-11 13:46:43,10,-67,59.95527857520216,10.609999467127592,203.1473026415048,1.5,WIFI
4c:87:5d:9e:45:be,LE-Bose NC 700 HP,Headphones,2021-05-11 13:46:43,1048,-78,59.95527857520216,10.609999467127592,203.1473026415048,1.5,BLE
f4:7d:ef:f1:ff:7e,Galaxy S9,Smartphone;10,2021-05-11 13:46:44,524,-72,59.95528655641372,10.610006526140596,203.01266156879964,1.5,BT
44:f0:34:ea:be:bf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:46:46,100,-59,59.955301600378846,10.610028406647475,202.94171322690227,3,WIFI
88:41:fc:d9:31:bc,SvingParken,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:46,6,-87,59.955301600378846,10.610028406647475,202.94171322690227,3,WIFI
30:85:a9:e7:19:88,DIR-655,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:46:46,6,-88,59.955301600378846,10.610028406647475,202.94171322690227,3,WIFI
66:3a:24:b5:25:39,,Misc,2021-05-11 13:46:48,0,-84,59.95531585100168,10.610010123187694,202.82542860940336,3,BLE
76:1a:94:89:29:b0,,Misc,2021-05-11 13:46:48,0,-90,59.95531585100168,10.610010123187694,202.82542860940336,3,BLE
4c:87:5d:9e:45:be,LE-Bose NC 700 HP,Headphones,2021-05-11 13:46:53,1048,-56,59.95535241799364,10.609953612617613,202.53791922202666,3,BLE
57:31:06:50:d9:c1,,Misc,2021-05-11 13:46:53,0,-90,59.95535241799364,10.609953612617613,202.53791922202666,3,BLE
10:62:eb:99:eb:94,toulouse,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2021-05-11 13:46:55,6,-83,59.95536836668812,10.60992962590014,202.25112362351766,2,WIFI
10:62:eb:99:eb:95,Dlinkwifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2021-05-11 13:46:55,6,-84,59.95536836668812,10.60992962590014,202.25112362351766,2,WIFI
31:f3:c4:84:57:45,,Misc,2021-05-11 13:46:58,0,-89,59.95538085942313,10.609888085110732,202.27363846157945,2,BLE
15:93:ef:a9:cd:93,,Misc,2021-05-11 13:47:03,0,-89,59.95535350551622,10.609791209218905,201.8006695342837,2,BLE
54:fe:f6:38:e1:05,,Misc,2021-05-11 13:47:03,0,-88,59.95535350551622,10.609791209218905,201.8006695342837,2,BLE
11:b4:d5:a5:19:03,,Misc,2021-05-11 13:47:03,0,-70,59.95535350551622,10.609791209218905,201.8006695342837,2,BLE
64:d2:c4:9b:9a:df,,Uncategorized;10,2021-05-11 13:47:03,7936,-91,59.95535350551622,10.609791209218905,201.8006695342837,2,BT
64:d2:c4:9b:9a:df,,Uncategorized;10,2021-05-11 13:47:11,7936,-86,59.9553031196,10.609667882991449,201.8444134004782,3,BT
47:fe:2f:d7:02:25,,Uncategorized;10,2021-05-11 13:47:11,7936,-87,59.9553031196,10.609667882991449,201.8444134004782,3,BT
f3:33:9f:92:8a:0d,,Misc,2021-05-11 13:47:13,0,-90,59.95529063491054,10.609627092694396,201.44210558963889,3,BLE
24:4b:03:da:ea:48,,Misc,2021-05-11 13:47:13,0,-85,59.95529063491054,10.609627092694396,201.44210558963889,3,BLE
24214_10007_28643858,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:47:17,6200,-113,59.95526692577944,10.609573887599655,200.91516194985545,3,GSM
24214_10007_28643858,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:47:17,6200,-91,59.95526692577944,10.609573887599655,200.91516194985545,3,GSM
24:4b:fe:d2:0e:64,NYSPRING_H,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2021-05-11 13:47:29,52,-95,59.95516296604276,10.60968877186579,200.52951092109922,3,WIFI
44:f0:34:ea:be:bf,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:47:32,100,-54,59.95515060793777,10.609754712247808,200.40369774724695,3,WIFI
9c:20:7b:d8:0a:7f,,Uncategorized;10,2021-05-11 13:47:33,7936,-59,59.955158424984475,10.609778204882995,200.32583421937977,3,BT
a0:e4:cb:2c:23:75,Hemmelig1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2021-05-11 13:47:35,7,-91,59.95516993013389,10.609813840737138,200.22563942293343,3,WIFI
6a:de:9d:ec:b8:64,,Misc,2021-05-11 13:47:48,0,-88,59.955290562925754,10.610029384608206,200.85694771697405,3,BLE
24214_10007_30904358,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:47:54,6200,-113,59.95535180042136,10.609969334600494,200.87324298819217,2,GSM
24214_10007_30904358,ICE Communication Norge AS,UNKNOWN;no,2021-05-11 13:47:54,6200,-98,59.95535180042136,10.609969334600494,200.87324298819217,2,GSM
31:f3:c4:84:57:45,,Misc,2021-05-11 13:47:58,0,-68,59.95538863003042,10.609906726813959,201.0672793052422,2,BLE
